CNPJ_CIA;DT_REFER;VERSAO;DENOM_CIA;CD_CVM;CATEG_DOC;ID_DOC;DT_RECEB;LINK_DOC
08.560.444/0001-93;2021-03-31;3;CIA CELG DE PARTICIPACOES - CELGPAR;021393;ITR;104589;2021-05-19;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104589
08.574.411/0001-00;2021-03-31;1;PRÁTICA KLIMAQUIP INDÚSTRIA E COMÉRCIO S.A.;024546;ITR;104422;2021-05-17;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104422
08.613.550/0001-98;2021-03-31;1;BRASIL BROKERS PARTICIPACOES S.A.;021180;ITR;104298;2021-05-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104298
08.764.621/0001-53;2021-03-31;1;GENERAL SHOPPING E OUTLETS DO BRASIL BRASIL S.A.;021008;ITR;104153;2021-05-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104153
08.769.451/0001-08;2021-03-31;1;VIRGO COMPANHIA DE SECURITIZAÇÃO;020818;ITR;104486;2021-05-17;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104486
08.773.135/0001-00;2021-03-31;1;2W ENERGIA S.A.;025224;ITR;103048;2021-04-23;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=103048
08.773.191/0001-36;2021-03-31;1;BRASILIANA PARTICIPAÇÕES S/A;023930;ITR;104324;2021-05-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104324
08.795.211/0001-70;2021-03-31;1;MAESTRO LOCADORA DE VEICULOS S.A.;023612;ITR;104265;2021-05-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104265
08.797.760/0001-83;2021-03-31;1;CURY CONSTRUTORA E INCORPORADORA S.A.;025100;ITR;104157;2021-05-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104157
08.801.621/0001-86;2021-03-31;1;CYRELA COMMERCIAL PROPERT S.A. EMPR PART;021040;ITR;104152;2021-05-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104152
08.807.432/0001-10;2021-03-31;1;YDUQS PARTICIPACOES S.A.;021016;ITR;103964;2021-05-12;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=103964
08.811.643/0001-27;2021-03-31;1;TRISUL S.A.;021130;ITR;103887;2021-05-12;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=103887
08.822.767/0001-08;2021-03-31;1;CONCESSIONÁRIA DA RODOVIA MG-050 S.A.;024104;ITR;104417;2021-05-17;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104417
08.827.501/0001-58;2021-03-31;1;AEGEA SANEAMENTO E PARTICIPAÇÕES S.A.;023396;ITR;103906;2021-05-12;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=103906
08.873.873/0001-10;2021-03-31;1;ECORODOVIAS CONCESSÕES E SERVIÇOS S.A.;021903;ITR;104053;2021-05-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104053
08.902.291/0001-15;2021-03-31;1;CSN MINERAÇÃO S.A.;025585;ITR;103144;2021-04-28;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=103144
08.926.302/0001-05;2021-03-31;1;DOMMO ENERGIA S.A.;023493;ITR;104469;2021-05-17;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104469
08.935.054/0001-50;2021-03-31;1;MULTINER S/A;021520;ITR;104482;2021-05-17;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104482
08.935.054/0001-50;2021-03-31;2;MULTINER S/A;021520;ITR;104492;2021-05-17;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104492
08.937.002/0001-13;2021-03-31;1;VISION SECURITIZADORA S.A.;021075;ITR;104214;2021-05-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104214
09.041.168/0001-10;2021-03-31;1;LOG COMMERCIAL PROPERTIES E PARTICIPAÇÕES;023272;ITR;103136;2021-04-28;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=103136
09.042.817/0001-05;2021-03-31;1;BEMOBI MOBILE TECH S.A.;025500;ITR;104115;2021-05-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104115
09.053.134/0001-45;2021-03-31;1;ELFA MEDICAMENTOS S.A.;025348;ITR;104402;2021-05-17;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104402
09.054.385/0001-44;2021-03-31;1;INBRANDS S.A.;022560;ITR;104093;2021-05-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104093
09.074.183/0001-64;2021-03-31;1;TRANSBRASILIANA CONCESSIONÁRIA DE RODOVIA S.A;022225;ITR;104117;2021-05-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104117
09.083.175/0001-84;2021-03-31;1;MOSAICO TECNOLOGIA AO CONSUMIDOR S.A.;025470;ITR;104498;2021-05-17;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104498
09.095.183/0001-40;2021-03-31;1;ENERGISA PARAÍBA - DISTRIBUIDORA DE ENERGIA S/A;021938;ITR;104138;2021-05-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104138
09.112.685/0001-32;2021-03-31;1;OSX BRASIL S.A.;021342;ITR;104065;2021-05-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104065
09.114.805/0001-30;2021-03-31;1;OCEANPACT SERVIÇOS MARITIMOS S.A.;025534;ITR;104156;2021-05-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104156
09.116.278/0001-01;2021-03-31;1;CONPEL CIA NORDESTINA PAPEL - EM RECUPERAÇÃO JUDICIAL;004685;ITR;104354;2021-05-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104354
09.146.451/0001-06;2021-03-31;1;KALLAS INCORPORAÇÕES E CONSTRUÇÕES S.A.;025798;ITR;104103;2021-05-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104103
09.149.503/0001-06;2021-03-31;1;OMEGA GERAÇÃO S.A.;023426;ITR;103154;2021-04-29;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=103154
09.229.201/0001-30;2021-03-31;1;GPS PARTICIPAÇÕES E EMPREENDIMENTOS S.A.;025712;ITR;103985;2021-05-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=103985
09.257.877/0001-37;2021-03-31;1;FERROVIA NORTE SUL S/A;021814;ITR;104186;2021-05-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104186
09.267.996/0001-70;2021-03-31;1;YUNY INCORPORADORA HOLDING S.A.;025976;ITR;106166;2021-06-28;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=106166
09.288.252/0001-32;2021-03-31;1;ANIMA HOLDING S.A.;023248;ITR;104111;2021-05-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104111
09.295.063/0001-97;2021-03-31;1;TECHNOS S.A.;022519;ITR;104148;2021-05-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104148
09.304.427/0001-58;2021-03-31;1;HABITASEC SECURITIZADORA SA;021628;ITR;104404;2021-05-17;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104404
09.305.994/0001-29;2021-03-31;1;AZUL S.A.;024112;ITR;103457;2021-05-06;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=103457
09.313.969/0001-97;2021-03-31;1;AUTOPISTA LITORAL SUL;021997;ITR;104008;2021-05-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104008
09.324.949/0001-11;2021-03-31;1;AUTOPISTA FLUMINENSE SA;022004;ITR;104004;2021-05-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104004
09.325.109/0001-73;2021-03-31;1;AUTOPISTA PLANALTO SUL SA;021970;ITR;104019;2021-05-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104019
09.326.342/0001-70;2021-03-31;1;AUTOPISTA FERNÃO DIAS SA;021989;ITR;104005;2021-05-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104005
09.336.431/0001-06;2021-03-31;1;AUTOPISTA REGIS BITTENCOURT SA;021962;ITR;104018;2021-05-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104018
09.346.601/0001-25;2021-03-31;1;B3 S.A. - BRASIL, BOLSA, BALCÃO;021610;ITR;103505;2021-05-06;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=103505
09.347.516/0001-81;2021-03-31;1;ELETROMIDIA S.A.;025569;ITR;104116;2021-05-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104116
09.347.516/0001-81;2021-03-31;2;ELETROMIDIA S.A.;025569;ITR;104550;2021-05-18;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104550
09.391.823/0001-60;2021-03-31;1;SANTO ANTONIO ENERGIA S.A.;023388;ITR;104349;2021-05-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104349
09.391.823/0001-60;2021-03-31;2;SANTO ANTONIO ENERGIA S.A.;023388;ITR;104493;2021-05-17;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104493
09.414.761/0001-64;2021-03-31;1;K INFRA RODOVIA DO AÇO S.A;022446;ITR;104473;2021-05-17;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104473
09.538.973/0001-53;2021-03-31;1;PDG COMPANHIA SECURITIZADORA - EM RECUPERAÇÃO JUDICIAL;021644;ITR;104254;2021-05-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104254
09.611.768/0001-76;2021-03-31;1;INTER CONSTRUTORA E INCORPORADORA S.A.;024279;ITR;104545;2021-05-17;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104545
09.625.321/0001-56;2021-03-31;1;NORTE BRASIL TRANSMISSORA DE ENERGIA S.A.;024988;ITR;103598;2021-05-07;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=103598
09.813.204/0001-16;2021-03-31;1;W2W E-COMMERCE DE VINHOS S.A.;025852;ITR;104011;2021-05-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104011
10.139.870/0001-08;2021-03-31;1;NEOGRID PARTICIPAÇÕES S.A.;025399;ITR;103302;2021-05-03;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=103302
10.215.988/0001-60;2021-03-31;1;CIA LOCAÇÃO DAS AMÉRICAS;022691;ITR;103182;2021-04-29;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=103182
10.215.988/0001-60;2021-03-31;2;CIA LOCAÇÃO DAS AMÉRICAS;022691;ITR;103219;2021-04-30;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=103219
10.234.027/0001-00;2021-03-31;1;LINHAS DE MACAPÁ TRANSMISSORA DE ENERGIA S/A;023680;ITR;104201;2021-05-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104201
10.240.186/0001-00;2021-03-31;1;LINHAS DE XINGU TRANSMISSORA DE ENERGIA S/A;023671;ITR;104198;2021-05-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104198
10.285.590/0001-08;2021-03-31;1;GRUPO DE MODA SOMA S.A.;025011;ITR;104147;2021-05-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104147
10.324.624/0001-18;2021-03-31;1;CONCESSÃO METROVIÁRIA DO RIO DE JANEIRO S.A.;022144;ITR;104528;2021-05-17;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104528
10.338.320/0001-00;2021-03-31;1;AFLUENTE TRANSMISSÃO DE ENERGIA ELÉTRICA S/A;022179;ITR;103497;2021-05-06;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=103497
10.464.223/0001-63;2021-03-31;1;PRIVALIA BRASIL S.A.;025941;ITR;105733;2021-06-02;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=105733
10.488.244/0001-19;2021-03-31;1;INFRASEC SECURITIZADORA S.A.;021750;ITR;104458;2021-05-17;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104458
10.502.676/0001-37;2021-03-31;1;TERMELÉTRICA PERNAMBUCO III S.A.;023329;ITR;104337;2021-05-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104337
10.531.501/0001-58;2021-03-31;1;CONC AUTO RAPOSO TAVARES S.A.;022268;ITR;104296;2021-05-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104296
10.571.175/0001-02;2021-03-31;1;URBA DESENVOLVIMENTO URBANO S.A.;025437;ITR;103816;2021-05-11;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=103816
10.608.405/0001-60;2021-03-31;1;BARI SECURITIZADORA S.A.;021920;ITR;104277;2021-05-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104277
10.629.105/0001-68;2021-03-31;1;PETRO RIO S.A.;022187;ITR;103325;2021-05-03;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=103325
10.635.691/0001-53;2021-03-31;1;VIARONDON CONCESSIONÁRIA DE RODOVIA S.A.;022543;ITR;104535;2021-05-17;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104535
10.647.979/0001-48;2021-03-31;1;CONC ROTA DAS BANDEIRAS S.A.;022071;ITR;104320;2021-05-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104320
10.670.314/0001-55;2021-03-31;1;VIABAHIA CONCESSIONÁRIA DE RODOVIAS SA;022926;ITR;104352;2021-05-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104352
10.678.505/0001-63;2021-03-31;1;CONC RODOVIAS DO TIETÊ S.A.- EM RECUPERAÇÃO JUDICIAL;022721;ITR;104519;2021-05-17;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104519
10.739.356/0001-03;2021-03-31;1;BR ADVISORY PARTNERS PARTICIPAÇÕES S.A.;025860;ITR;104399;2021-05-17;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104399
10.753.164/0001-43;2021-03-31;1;ECO SECURITIZADORA DIREITOS CRED AGRONEGÓCIO S.A.;021741;ITR;104378;2021-05-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104378
10.760.260/0001-19;2021-03-31;1;CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS S.A.;023310;ITR;104356;2021-05-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104356
10.807.374/0001-77;2021-03-31;1;BOA SAFRA SEMENTES S.A.;025704;ITR;104521;2021-05-17;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104521
10.835.932/0001-08;2021-03-31;1;CIA ENERGETICA DE PERNAMBUCO - CELPE;014362;ITR;103501;2021-05-06;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=103501
10.841.050/0001-55;2021-03-31;1;CONC ROD AYRTON SENNA E CARV PINTO S.A.-ECOPISTAS;022411;ITR;104058;2021-05-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104058
10.841.050/0001-55;2021-03-31;2;CONC ROD AYRTON SENNA E CARV PINTO S.A.-ECOPISTAS;022411;ITR;104638;2021-05-20;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104638
10.851.805/0001-00;2021-03-31;1;FLEX GESTÃO DE RELACIONAMENTOS S.A.;024350;ITR;104336;2021-05-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104336
11.257.352/0001-43;2021-03-31;1;BSI CAPITAL SECURITIZADORA S.A.;023132;ITR;104256;2021-05-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104256
11.274.829/0001-07;2021-03-31;1;COMPANHIA PAULISTA DE SECURITIZAÇÃO;022080;ITR;104219;2021-05-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104219
11.284.204/0001-18;2021-03-31;1;YOU INC INCORPORADORA E PARTICIPAÇÃO S.A;023604;ITR;104240;2021-05-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104240
11.421.994/0001-36;2021-03-31;1;ORIZON VALORIZAÇÃO DE RESÍDUOS S.A.;025550;ITR;104363;2021-05-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104363
11.421.994/0001-36;2021-03-31;2;ORIZON VALORIZAÇÃO DE RESÍDUOS S.A.;025550;ITR;105700;2021-06-01;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=105700
11.669.021/0001-10;2021-03-31;1;ENAUTA PARTICIPAÇÕES S.A.;022365;ITR;103963;2021-05-12;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=103963
11.716.471/0001-17;2021-03-31;1;TRX SECURITIZADORA S.A.;022420;ITR;104188;2021-05-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104188
11.721.921/0001-60;2021-03-31;1;ALPER CONSULTORIA E CORRETORA DE SEGUROS S.A.;022217;ITR;103535;2021-05-06;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=103535
11.725.176/0001-27;2021-03-31;1;BOA VISTA SERVIÇOS S.A.;025135;ITR;104472;2021-05-17;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104472
11.725.176/0001-27;2021-03-31;2;BOA VISTA SERVIÇOS S.A.;025135;ITR;106409;2021-07-12;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=106409
11.992.680/0001-93;2021-03-31;1;QUALICORP CONSULTORIA E CORRETORA DE SEGUROS S.A.;022497;ITR;104145;2021-05-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104145
12.049.631/0001-84;2021-03-31;1;MOURA DUBEUX ENGENHARIA S/A;021067;ITR;103886;2021-05-12;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=103886
12.091.809/0001-55;2021-03-31;1;3R PETROLEUM ÓLEO E GÁS S.A.;025291;ITR;103967;2021-05-12;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=103967
12.091.809/0001-55;2021-03-31;2;3R PETROLEUM ÓLEO E GÁS S.A.;025291;ITR;103975;2021-05-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=103975
12.108.897/0001-50;2021-03-31;1;D1000 VAREJO FARMA PARTICIPAÇÕES S.A.;025046;ITR;103900;2021-05-12;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=103900
12.130.744/0001-00;2021-03-31;1;TRUE SECURITIZADORA S.A.;022276;ITR;103424;2021-05-05;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=103424
12.139.922/0001-63;2021-03-31;1;OCTANTE SECURITIZADORA S.A.;022390;ITR;104470;2021-05-17;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104470
12.181.987/0001-77;2021-03-31;1;MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.;025119;ITR;104032;2021-05-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104032
12.181.987/0001-77;2021-03-31;2;MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.;025119;ITR;104127;2021-05-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104127
12.261.588/0001-16;2021-03-31;1;POLO CAPITAL SECURITIZADORA S.A;022160;ITR;104226;2021-05-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104226
12.300.288/0001-07;2021-03-31;1;NORTE ENERGIA S.A.;025097;ITR;102947;2021-04-19;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=102947
12.320.349/0001-90;2021-03-31;1;OURINVEST SECURITIZADORA SA;022250;ITR;103872;2021-05-12;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=103872
12.420.164/0001-57;2021-03-31;1;CM HOSPITALAR S.A;025682;ITR;103931;2021-05-12;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=103931
12.489.315/0001-23;2021-03-31;1;FERREIRA GOMES ENERGIA S.A.;022977;ITR;103689;2021-05-10;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=103689
12.528.708/0001-07;2021-03-31;1;AERIS IND. E COM. DE EQUIP. PARA GER. DE ENG. S.A.;025283;ITR;103920;2021-05-12;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=103920
